,delivery_area_id,date,partners_cnt,delay_rate,shift_time-4,shift_time-5,shift_time-6,shift_time-7,shift_time-8
5824,1,2021-12-02 17:00:00,3.0,0.0,0,0,0,0,0
5825,1,2021-12-02 18:00:00,4.0,0.0,0,0,0,0,0
5826,1,2021-12-02 19:00:00,3.0,0.0,0,0,0,0,0
5827,1,2021-12-02 20:00:00,5.0,0.0,0,0,0,0,0
5828,1,2021-12-02 21:00:00,2.0,0.0,0,0,0,0,0
5829,1,2021-12-03 10:00:00,6.0,0.0,0,0,0,0,0
5830,1,2021-12-03 11:00:00,5.0,0.0,0,0,0,0,0
5831,1,2021-12-03 12:00:00,3.0,0.0,0,0,0,0,0
5832,1,2021-12-03 13:00:00,4.0,0.0,0,0,0,0,0
5833,1,2021-12-03 14:00:00,3.0,0.0,0,0,0,0,0
5834,1,2021-12-03 15:00:00,4.0,0.0,0,0,0,0,0
5835,1,2021-12-03 16:00:00,3.0,0.0,0,0,0,0,0
5836,1,2021-12-03 17:00:00,3.0,0.0,0,0,0,0,0
5837,1,2021-12-03 18:00:00,4.0,0.0,0,0,0,0,0
5838,1,2021-12-03 19:00:00,3.0,0.0,0,0,0,0,0
5839,1,2021-12-03 20:00:00,5.0,0.11,0,0,0,0,0
5840,1,2021-12-03 21:00:00,2.0,0.1,0,0,0,0,0
5841,1,2021-12-04 10:00:00,6.0,0.0,0,0,0,0,0
5842,1,2021-12-04 11:00:00,5.0,0.0,0,0,0,0,0
5843,1,2021-12-04 12:00:00,3.0,0.0,0,0,0,0,0
5844,1,2021-12-04 13:00:00,4.0,0.0,0,0,0,0,0
5845,1,2021-12-04 14:00:00,4.0,0.0,0,0,0,0,0
5846,1,2021-12-04 15:00:00,4.0,0.0,0,0,0,0,0
5847,1,2021-12-04 16:00:00,3.0,0.0,0,0,0,0,0
5848,1,2021-12-04 17:00:00,4.0,0.0,0,0,0,0,0
5849,1,2021-12-04 18:00:00,4.0,0.0,0,0,0,0,0
5850,1,2021-12-04 19:00:00,3.0,0.0,0,0,0,0,0
5851,1,2021-12-04 20:00:00,5.0,0.11,0,0,0,0,0
5852,1,2021-12-04 21:00:00,3.0,0.0,0,0,0,0,0
5853,1,2021-12-05 10:00:00,6.0,0.0,0,0,0,0,0
5854,1,2021-12-05 11:00:00,5.0,0.0,0,0,0,0,0
5855,1,2021-12-05 12:00:00,5.0,0.0,0,0,0,0,0
5856,1,2021-12-05 13:00:00,4.0,0.0,0,0,0,0,0
5857,1,2021-12-05 14:00:00,4.0,0.0,0,0,0,0,0
5858,1,2021-12-05 15:00:00,4.0,0.0,0,0,0,0,0
5859,1,2021-12-05 16:00:00,3.0,0.0,0,0,0,0,0
5860,1,2021-12-05 17:00:00,4.0,0.0,0,0,0,0,0
5861,1,2021-12-05 18:00:00,5.0,0.0,0,0,0,0,0
5862,1,2021-12-05 19:00:00,4.0,0.0,0,0,0,0,0
5863,1,2021-12-05 20:00:00,5.0,0.11,0,0,0,0,0
5864,1,2021-12-05 21:00:00,3.0,0.0,0,0,0,0,0
5865,1,2021-12-06 10:00:00,6.0,0.0,0,0,0,0,0
5866,1,2021-12-06 11:00:00,5.0,0.0,0,0,0,0,0
5867,1,2021-12-06 12:00:00,5.0,0.0,0,0,0,0,0
5868,1,2021-12-06 13:00:00,5.0,0.0,0,0,0,0,0
5869,1,2021-12-06 14:00:00,4.0,0.0,0,0,0,0,0
5870,1,2021-12-06 15:00:00,4.0,0.0,0,0,0,0,0
5871,1,2021-12-06 16:00:00,3.0,0.0,0,0,0,0,0
5872,1,2021-12-06 17:00:00,4.0,0.0,0,0,0,0,0
5873,1,2021-12-06 18:00:00,5.0,0.0,0,0,0,0,0
5874,1,2021-12-06 19:00:00,4.0,0.12,0,0,0,0,0
5875,1,2021-12-06 20:00:00,5.0,0.11,0,0,0,0,0
5876,1,2021-12-06 21:00:00,3.0,0.0,0,0,0,0,0
5877,1,2021-12-07 10:00:00,6.0,0.0,0,0,0,0,0
5878,1,2021-12-07 11:00:00,5.0,0.0,0,0,0,0,0
5879,1,2021-12-07 12:00:00,5.0,0.0,0,0,0,0,0
5880,1,2021-12-07 13:00:00,5.0,0.0,0,0,0,0,0
5881,1,2021-12-07 14:00:00,4.0,0.0,0,0,0,0,0
5882,1,2021-12-07 15:00:00,4.0,0.0,0,0,0,0,0
5883,1,2021-12-07 16:00:00,3.0,0.0,0,0,0,0,0
5884,1,2021-12-07 17:00:00,4.0,0.0,0,0,0,0,0
5885,1,2021-12-07 18:00:00,5.0,0.0,0,0,0,0,0
5886,1,2021-12-07 19:00:00,4.0,0.0,0,0,0,0,0
5887,1,2021-12-07 20:00:00,5.0,0.11,0,0,0,0,0
5888,1,2021-12-07 21:00:00,3.0,0.0,0,0,0,0,0
8615,3,2021-12-01 10:00:00,2.0,0.0,0,0,0,0,0
8616,3,2021-12-01 11:00:00,4.0,0.0,0,0,0,0,0
8617,3,2021-12-01 12:00:00,4.0,0.0,0,0,0,0,0
8618,3,2021-12-01 13:00:00,2.0,0.0,0,0,0,0,0
8619,3,2021-12-01 14:00:00,3.0,0.0,0,0,0,0,0
8620,3,2021-12-01 15:00:00,2.0,0.0,0,0,0,0,0
8621,3,2021-12-01 16:00:00,3.0,0.0,0,0,0,0,0
8622,3,2021-12-01 17:00:00,2.0,0.0,0,0,0,0,0
8623,3,2021-12-01 18:00:00,3.0,0.0,0,0,0,0,0
8624,3,2021-12-01 19:00:00,3.0,0.0,0,0,0,0,0
8625,3,2021-12-01 20:00:00,3.0,0.0,0,0,0,0,0
8626,3,2021-12-01 21:00:00,2.0,0.0,0,0,0,0,0
8627,3,2021-12-02 10:00:00,2.0,0.0,0,0,0,0,0
8628,3,2021-12-02 11:00:00,4.0,0.0,0,0,0,0,0
8629,3,2021-12-02 12:00:00,4.0,0.0,0,0,0,0,0
8630,3,2021-12-02 13:00:00,2.0,0.0,0,0,0,0,0
8631,3,2021-12-02 14:00:00,3.0,0.0,0,0,0,0,0
8632,3,2021-12-02 15:00:00,2.0,0.0,0,0,0,0,0
8633,3,2021-12-02 16:00:00,3.0,0.0,0,0,0,0,0
8634,3,2021-12-02 17:00:00,2.0,0.0,0,0,0,0,0
8635,3,2021-12-02 18:00:00,3.0,0.0,0,0,0,0,0
8636,3,2021-12-02 19:00:00,3.0,0.0,0,0,0,0,0
8637,3,2021-12-02 20:00:00,3.0,0.0,0,0,0,0,0
8638,3,2021-12-02 21:00:00,2.0,0.0,0,0,0,0,0
8639,3,2021-12-03 10:00:00,2.0,0.0,0,0,0,0,0
8640,3,2021-12-03 11:00:00,4.0,0.0,0,0,0,0,0
8641,3,2021-12-03 12:00:00,4.0,0.0,0,0,0,0,0
8642,3,2021-12-03 13:00:00,2.0,0.0,0,0,0,0,0
8643,3,2021-12-03 14:00:00,3.0,0.0,0,0,0,0,0
8644,3,2021-12-03 15:00:00,2.0,0.0,0,0,0,0,0
8645,3,2021-12-03 16:00:00,3.0,0.0,0,0,0,0,0
8646,3,2021-12-03 17:00:00,2.0,0.0,0,0,0,0,0
8647,3,2021-12-03 18:00:00,3.0,0.0,0,0,0,0,0
8648,3,2021-12-03 19:00:00,3.0,0.0,0,0,0,0,0
8649,3,2021-12-03 20:00:00,3.0,0.0,0,0,0,0,0
8650,3,2021-12-03 21:00:00,2.0,0.0,0,0,0,0,0
8651,3,2021-12-04 10:00:00,2.0,0.0,0,0,0,0,0
8652,3,2021-12-04 11:00:00,4.0,0.0,0,0,0,0,0
8653,3,2021-12-04 12:00:00,4.0,0.0,0,0,0,0,0
8654,3,2021-12-04 13:00:00,2.0,0.0,0,0,0,0,0
8655,3,2021-12-04 14:00:00,3.0,0.0,0,0,0,0,0
8656,3,2021-12-04 15:00:00,2.0,0.0,0,0,0,0,0
8657,3,2021-12-04 16:00:00,3.0,0.0,0,0,0,0,0
8658,3,2021-12-04 17:00:00,2.0,0.0,0,0,0,0,0
8659,3,2021-12-04 18:00:00,3.0,0.0,0,0,0,0,0
8660,3,2021-12-04 19:00:00,3.0,0.0,0,0,0,0,0
8661,3,2021-12-04 20:00:00,3.0,0.0,0,0,0,0,0
8662,3,2021-12-04 21:00:00,2.0,0.0,0,0,0,0,0
8663,3,2021-12-05 10:00:00,2.0,0.0,0,0,0,0,0
8664,3,2021-12-05 11:00:00,4.0,0.0,0,0,0,0,0
8665,3,2021-12-05 12:00:00,4.0,0.0,0,0,0,0,0
8666,3,2021-12-05 13:00:00,2.0,0.0,0,0,0,0,0
8667,3,2021-12-05 14:00:00,3.0,0.0,0,0,0,0,0
8668,3,2021-12-05 15:00:00,2.0,0.0,0,0,0,0,0
8669,3,2021-12-05 16:00:00,3.0,0.0,0,0,0,0,0
8670,3,2021-12-05 17:00:00,2.0,0.0,0,0,0,0,0
8671,3,2021-12-05 18:00:00,3.0,0.0,0,0,0,0,0
8672,3,2021-12-05 19:00:00,3.0,0.0,0,0,0,0,0
8673,3,2021-12-05 20:00:00,3.0,0.0,0,0,0,0,0
8674,3,2021-12-05 21:00:00,2.0,0.0,0,0,0,0,0
8675,3,2021-12-06 10:00:00,2.0,0.0,0,0,0,0,0
8676,3,2021-12-06 11:00:00,4.0,0.0,0,0,0,0,0
8677,3,2021-12-06 12:00:00,4.0,0.0,0,0,0,0,0
8678,3,2021-12-06 13:00:00,2.0,0.0,0,0,0,0,0
8679,3,2021-12-06 14:00:00,3.0,0.0,0,0,0,0,0
8680,3,2021-12-06 15:00:00,2.0,0.0,0,0,0,0,0
8681,3,2021-12-06 16:00:00,3.0,0.0,0,0,0,0,0
8682,3,2021-12-06 17:00:00,2.0,0.0,0,0,0,0,0
8683,3,2021-12-06 18:00:00,3.0,0.0,0,0,0,0,0
8684,3,2021-12-06 19:00:00,3.0,0.0,0,0,0,0,0
8685,3,2021-12-06 20:00:00,3.0,0.0,0,0,0,0,0
8686,3,2021-12-06 21:00:00,2.0,0.0,0,0,0,0,0
8687,3,2021-12-07 10:00:00,2.0,0.0,0,0,0,0,0
8688,3,2021-12-07 11:00:00,4.0,0.0,0,0,0,0,0
8689,3,2021-12-07 12:00:00,4.0,0.0,0,0,0,0,0
8690,3,2021-12-07 13:00:00,2.0,0.0,0,0,0,0,0
8691,3,2021-12-07 14:00:00,3.0,0.0,0,0,0,0,0
8692,3,2021-12-07 15:00:00,2.0,0.0,0,0,0,0,0
8693,3,2021-12-07 16:00:00,3.0,0.0,0,0,0,0,0
8694,3,2021-12-07 17:00:00,2.0,0.0,0,0,0,0,0
8695,3,2021-12-07 18:00:00,3.0,0.0,0,0,0,0,0
8696,3,2021-12-07 19:00:00,3.0,0.0,0,0,0,0,0
8697,3,2021-12-07 20:00:00,3.0,0.0,0,0,0,0,0
8698,3,2021-12-07 21:00:00,2.0,0.0,0,0,0,0,0
11542,4,2021-12-01 10:00:00,3.0,0.0,0,0,0,0,0
11543,4,2021-12-01 11:00:00,5.0,0.0,0,0,0,0,0
11544,4,2021-12-01 12:00:00,6.0,0.0,0,0,0,0,0
11545,4,2021-12-01 13:00:00,5.0,0.0,0,0,0,0,0
11546,4,2021-12-01 14:00:00,5.0,0.0,0,0,0,0,0
11547,4,2021-12-01 15:00:00,3.0,0.0,0,0,0,0,0
11548,4,2021-12-01 16:00:00,3.0,0.0,0,0,0,0,0
11549,4,2021-12-01 17:00:00,5.0,0.0,0,0,0,0,0
11550,4,2021-12-01 18:00:00,5.0,0.0,0,0,0,0,0
11551,4,2021-12-01 19:00:00,7.0,0.0,0,0,0,0,0
11552,4,2021-12-01 20:00:00,5.0,0.11,0,0,0,0,0
11553,4,2021-12-01 21:00:00,2.0,0.0,0,0,0,0,0
11554,4,2021-12-02 10:00:00,3.0,0.0,0,0,0,0,0
11555,4,2021-12-02 11:00:00,4.0,0.0,0,0,0,0,0
11556,4,2021-12-02 12:00:00,5.0,0.0,0,0,0,0,0
11557,4,2021-12-02 13:00:00,6.0,0.0,0,0,0,0,0
11558,4,2021-12-02 14:00:00,5.0,0.0,0,0,0,0,0
11559,4,2021-12-02 15:00:00,3.0,0.0,0,0,0,0,0
11560,4,2021-12-02 16:00:00,3.0,0.0,0,0,0,0,0
11561,4,2021-12-02 17:00:00,5.0,0.0,0,0,0,0,0
11562,4,2021-12-02 18:00:00,5.0,0.0,0,0,0,0,0
11563,4,2021-12-02 19:00:00,7.0,0.0,0,0,0,0,0
11564,4,2021-12-02 20:00:00,5.0,0.11,0,0,0,0,0
11565,4,2021-12-02 21:00:00,2.0,0.0,0,0,0,0,0
11566,4,2021-12-03 10:00:00,4.0,0.0,0,0,0,0,0
11567,4,2021-12-03 11:00:00,4.0,0.0,0,0,0,0,0
11568,4,2021-12-03 12:00:00,6.0,0.0,0,0,0,0,0
11569,4,2021-12-03 13:00:00,6.0,0.0,0,0,0,0,0
11570,4,2021-12-03 14:00:00,5.0,0.0,0,0,0,0,0
11571,4,2021-12-03 15:00:00,4.0,0.0,0,0,0,0,0
11572,4,2021-12-03 16:00:00,4.0,0.0,0,0,0,0,0
11573,4,2021-12-03 17:00:00,5.0,0.0,0,0,0,0,0
11574,4,2021-12-03 18:00:00,5.0,0.0,0,0,0,0,0
11575,4,2021-12-03 19:00:00,7.0,0.0,0,0,0,0,0
11576,4,2021-12-03 20:00:00,5.0,0.11,0,0,0,0,0
11577,4,2021-12-03 21:00:00,2.0,0.0,0,0,0,0,0
11578,4,2021-12-04 10:00:00,4.0,0.0,0,0,0,0,0
11579,4,2021-12-04 11:00:00,4.0,0.0,0,0,0,0,0
11580,4,2021-12-04 12:00:00,5.0,0.0,0,0,0,0,0
11581,4,2021-12-04 13:00:00,6.0,0.0,0,0,0,0,0
11582,4,2021-12-04 14:00:00,5.0,0.0,0,0,0,0,0
11583,4,2021-12-04 15:00:00,4.0,0.0,0,0,0,0,0
11584,4,2021-12-04 16:00:00,4.0,0.0,0,0,0,0,0
11585,4,2021-12-04 17:00:00,6.0,0.0,0,0,0,0,0
11586,4,2021-12-04 18:00:00,5.0,0.0,0,0,0,0,0
11587,4,2021-12-04 19:00:00,7.0,0.0,0,0,0,0,0
11588,4,2021-12-04 20:00:00,6.0,0.11,0,0,0,0,0
11589,4,2021-12-04 21:00:00,2.0,0.1,0,0,0,0,0
11590,4,2021-12-05 10:00:00,4.0,0.0,0,0,0,0,0
11591,4,2021-12-05 11:00:00,4.0,0.0,0,0,0,0,0
11592,4,2021-12-05 12:00:00,5.0,0.0,0,0,0,0,0
11593,4,2021-12-05 13:00:00,6.0,0.0,0,0,0,0,0
11594,4,2021-12-05 14:00:00,5.0,0.0,0,0,0,0,0
11595,4,2021-12-05 15:00:00,4.0,0.0,0,0,0,0,0
11596,4,2021-12-05 16:00:00,4.0,0.0,0,0,0,0,0
11597,4,2021-12-05 17:00:00,6.0,0.0,0,0,0,0,0
11598,4,2021-12-05 18:00:00,5.0,0.0,0,0,0,0,0
11599,4,2021-12-05 19:00:00,7.0,0.0,0,0,0,0,0
11600,4,2021-12-05 20:00:00,6.0,0.11,0,0,0,0,0
11601,4,2021-12-05 21:00:00,3.0,0.0,0,0,0,0,0
11602,4,2021-12-06 10:00:00,4.0,0.0,0,0,0,0,0
11603,4,2021-12-06 11:00:00,5.0,0.0,0,0,0,0,0
11604,4,2021-12-06 12:00:00,6.0,0.0,0,0,0,0,0
11605,4,2021-12-06 13:00:00,6.0,0.0,0,0,0,0,0
11606,4,2021-12-06 14:00:00,6.0,0.0,0,0,0,0,0
11607,4,2021-12-06 15:00:00,4.0,0.0,0,0,0,0,0
11608,4,2021-12-06 16:00:00,4.0,0.0,0,0,0,0,0
11609,4,2021-12-06 17:00:00,6.0,0.0,0,0,0,0,0
11610,4,2021-12-06 18:00:00,6.0,0.0,0,0,0,0,0
11611,4,2021-12-06 19:00:00,7.0,0.12,0,0,0,0,0
11612,4,2021-12-06 20:00:00,6.0,0.11,0,0,0,0,0
11613,4,2021-12-06 21:00:00,3.0,0.0,0,0,0,0,0
11614,4,2021-12-07 10:00:00,5.0,0.0,0,0,0,0,0
11615,4,2021-12-07 11:00:00,5.0,0.0,0,0,0,0,0
11616,4,2021-12-07 12:00:00,6.0,0.0,0,0,0,0,0
11617,4,2021-12-07 13:00:00,7.0,0.0,0,0,0,0,0
11618,4,2021-12-07 14:00:00,6.0,0.0,0,0,0,0,0
11619,4,2021-12-07 15:00:00,5.0,0.0,0,0,0,0,0
11620,4,2021-12-07 16:00:00,4.0,0.0,0,0,0,0,0
11621,4,2021-12-07 17:00:00,7.0,0.0,0,0,0,0,0
11622,4,2021-12-07 18:00:00,6.0,0.0,0,0,0,0,0
11623,4,2021-12-07 19:00:00,7.0,0.0,0,0,0,0,0
11624,4,2021-12-07 20:00:00,6.0,0.11,0,0,0,0,0
11625,4,2021-12-07 21:00:00,3.0,0.0,0,0,0,0,0
14489,5,2021-12-01 10:00:00,7.0,0.0,0,0,0,0,0
14490,5,2021-12-01 11:00:00,6.0,0.0,0,0,0,0,0
14491,5,2021-12-01 12:00:00,3.0,0.0,0,0,0,0,0
14492,5,2021-12-01 13:00:00,4.0,0.0,0,0,0,0,0
14493,5,2021-12-01 14:00:00,5.0,0.0,0,0,0,0,0
14494,5,2021-12-01 15:00:00,4.0,0.0,0,0,0,0,0
14495,5,2021-12-01 16:00:00,5.0,0.0,0,0,0,0,0
14496,5,2021-12-01 17:00:00,4.0,0.0,0,0,0,0,0
14497,5,2021-12-01 18:00:00,5.0,0.0,0,0,0,0,0
14498,5,2021-12-01 19:00:00,4.0,0.0,0,0,0,0,0
14499,5,2021-12-01 20:00:00,5.0,0.11,0,0,0,0,0
14500,5,2021-12-01 21:00:00,1.0,0.1,0,0,0,0,0
14501,5,2021-12-02 10:00:00,8.0,0.0,0,0,0,0,0
14502,5,2021-12-02 11:00:00,5.0,0.0,0,0,0,0,0
14503,5,2021-12-02 12:00:00,5.0,0.0,0,0,0,0,0
14504,5,2021-12-02 13:00:00,5.0,0.0,0,0,0,0,0
14505,5,2021-12-02 14:00:00,4.0,0.0,0,0,0,0,0
14506,5,2021-12-02 15:00:00,4.0,0.0,0,0,0,0,0
14507,5,2021-12-02 16:00:00,6.0,0.0,0,0,0,0,0
14508,5,2021-12-02 17:00:00,5.0,0.0,0,0,0,0,0
14509,5,2021-12-02 18:00:00,5.0,0.0,0,0,0,0,0
14510,5,2021-12-02 19:00:00,4.0,0.0,0,0,0,0,0
14511,5,2021-12-02 20:00:00,5.0,0.11,0,0,0,0,0
14512,5,2021-12-02 21:00:00,1.0,0.1,0,0,0,0,0
14513,5,2021-12-03 10:00:00,8.0,0.0,0,0,0,0,0
14514,5,2021-12-03 11:00:00,5.0,0.0,0,0,0,0,0
14515,5,2021-12-03 12:00:00,5.0,0.0,0,0,0,0,0
14516,5,2021-12-03 13:00:00,5.0,0.0,0,0,0,0,0
14517,5,2021-12-03 14:00:00,4.0,0.0,0,0,0,0,0
14518,5,2021-12-03 15:00:00,4.0,0.0,0,0,0,0,0
14519,5,2021-12-03 16:00:00,6.0,0.0,0,0,0,0,0
14520,5,2021-12-03 17:00:00,5.0,0.0,0,0,0,0,0
14521,5,2021-12-03 18:00:00,5.0,0.0,0,0,0,0,0
14522,5,2021-12-03 19:00:00,4.0,0.0,0,0,0,0,0
14523,5,2021-12-03 20:00:00,6.0,0.11,0,0,0,0,0
14524,5,2021-12-03 21:00:00,2.0,0.0,0,0,0,0,0
14525,5,2021-12-04 10:00:00,8.0,0.0,0,0,0,0,0
14526,5,2021-12-04 11:00:00,4.0,0.0,0,0,0,0,0
14527,5,2021-12-04 12:00:00,5.0,0.0,0,0,0,0,0
14528,5,2021-12-04 13:00:00,5.0,0.0,0,0,0,0,0
14529,5,2021-12-04 14:00:00,4.0,0.0,0,0,0,0,0
14530,5,2021-12-04 15:00:00,4.0,0.0,0,0,0,0,0
14531,5,2021-12-04 16:00:00,6.0,0.0,0,0,0,0,0
14532,5,2021-12-04 17:00:00,5.0,0.0,0,0,0,0,0
14533,5,2021-12-04 18:00:00,5.0,0.0,0,0,0,0,0
14534,5,2021-12-04 19:00:00,5.0,0.0,0,0,0,0,0
14535,5,2021-12-04 20:00:00,6.0,0.11,0,0,0,0,0
14536,5,2021-12-04 21:00:00,2.0,0.0,0,0,0,0,0
14537,5,2021-12-05 10:00:00,8.0,0.0,0,0,0,0,0
